시도,소방서,안전센터,지역대,수량
충북,제천소방서,봉양119안전센터,,1
충북,제천소방서,덕산119안전센터,,1
충북,보은소방서,보은119안전센터,,1
충북,보은소방서,속리산119안전센터,,1
충북,보은소방서,구병산119안전센터,,1
충북,옥천소방서,옥천119안전센터,,1
충북,옥천소방서,청산119안전센터,,1
충북,옥천소방서,이원119안전센터,,1
충북,영동소방서,영동119안전센터,,1
충북,영동소방서,황간119안전센터,,1
충북,영동소방서,학산119안전센터,,1
충북,증평소방서,증평119안전센터,,1
충북,진천소방서,진천119안전센터,,1
충북,진천소방서,덕산119안전센터,,1
충북,진천소방서,광혜원119안전센터,,1
충북,괴산소방서,괴산119안전센터,,1
충북,괴산소방서,청천119안전센터,,1
충북,음성소방서,금왕119안전센터,,1
충북,음성소방서,음성119안전센터,,1
충북,음성소방서,대소119안전센터,,1
충북,음성소방서,감곡119안전센터,,1
충북,음성소방서,삼성119안전센터,,1
충북,단양소방서,단양119안전센터,,1
충북,단양소방서,매포119안전센터,,1
충남,천안동남소방서,119구조구급센터119안전센터,,2
충남,천안동남소방서,독립119안전센터,,1
충남,천안동남소방서,병천119안전센터,,1
충남,천안동남소방서,청당119안전센터,,1
충남,천안동남소방서,풍세119안전센터,,1
충남,천안서북소방서,119구조구급센터119안전센터,,1
충남,천안서북소방서,성거119안전센터,,1
충남,천안서북소방서,서부119안전센터,,1
충남,천안서북소방서,두정119안전센터,,2
충남,천안서북소방서,성환119안전센터,,1
충남,천안서북소방서,쌍용119안전센터,,2
충남,천안서북소방서,입장119안전센터,,1
충남,천안서북소방서,직산119안전센터,,1
충남,천안서북소방서,불당119안전센터,,1
충남,공주소방서,119구조구급센터119안전센터,,1
충남,공주소방서,유구119안전센터,,1
충남,공주소방서,신관119안전센터,,1
충남,공주소방서,동학사119안전센터,,1
충남,공주소방서,계룡119안전센터,,1
충남,공주소방서,정안119안전센터,,1
충남,보령소방서,119구조구급센터119안전센터,,1
충남,보령소방서,신흑119안전센터,,1
충남,보령소방서,웅천119안전센터,,1
충남,보령소방서,오천119안전센터,,1
충남,보령소방서,주포119안전센터,,1
충남,아산소방서,119구조구급센터119안전센터,,2
충남,아산소방서,둔포119안전센터,,1
충남,아산소방서,인주119안전센터,,1
충남,아산소방서,신창119안전센터,,1
충남,아산소방서,배방119안전센터,,1
충남,아산소방서,탕정119안전센터,,1
충남,아산소방서,장재119안전센터,,1
충남,서산소방서,119구조구급센터119안전센터,,1
충남,서산소방서,대산119안전센터,,1
충남,서산소방서,동부119안전센터,,1
충남,서산소방서,해미119안전센터,,1
충남,서산소방서,부석119안전센터,,1
충남,서산소방서,성연119안전센터,,1
충남,논산소방서,119구조구급센터119안전센터,,1
충남,논산소방서,반월119안전센터,,1
충남,논산소방서,강경119안전센터,,1
충남,논산소방서,연산119안전센터,,1
충남,논산소방서,연무119안전센터,,1
충남,계룡소방서,119구조구급센터119안전센터,,1
충남,계룡소방서,두마119안전센터,,1
충남,당진소방서,119구조구급센터119안전센터,,1
충남,당진소방서,석문119안전센터,,1
충남,당진소방서,합덕119안전센터,,1
충남,당진소방서,송악119안전센터,,1
충남,당진소방서,신평119안전센터,,1
충남,당진소방서,기지시119안전센터,,1
충남,금산소방서,119구조구급센터119안전센터,,1
충남,금산소방서,추부119안전센터,,1
충남,금산소방서,복진119안전센터,,1
충남,부여소방서,119구조구급센터119안전센터,,1
충남,부여소방서,사비119안전센터,,1
충남,부여소방서,홍산119안전센터,,1
충남,부여소방서,임천119안전센터,,1
충남,부여소방서,외산119안전센터,,1
충남,서천소방서,119구조구급센터119안전센터,,1
충남,서천소방서,서천119안전센터,,1
충남,서천소방서,비인119안전센터,,1
충남,서천소방서,서면119안전센터,,1
충남,서천소방서,한산119안전센터,,1
충남,서천소방서,판교119안전센터,,1
충남,청양소방서,119구조구급센터119안전센터,,1
충남,청양소방서,정산119안전센터,,1
충남,홍성소방서,119구조구급센터119안전센터,,1
충남,홍성소방서,광천119안전센터,,1
충남,홍성소방서,옥암119안전센터,,1
충남,홍성소방서,내포119안전센터,,1
충남,홍성소방서,갈산119안전센터,,1
충남,예산소방서,119구조구급센터119안전센터,,1
충남,예산소방서,금오119안전센터,,1
충남,예산소방서,삽교119안전센터,,1
충남,예산소방서,덕산119안전센터,,1
충남,태안소방서,119구조구급센터119안전센터,,1
충남,태안소방서,안면119안전센터,,1
충남,태안소방서,원북119안전센터,,1
충남,태안소방서,근흥119안전센터,,1
전북,전주완산소방서,효자119안전센터,,2
전북,전주완산소방서,서부119안전센터,,1
전북,전주완산소방서,교동119안전센터,,1
전북,전주완산소방서,서신119안전센터,,1
전북,전주완산소방서,평화119안전센터,,1
전북,전주덕진소방서,금암119안전센터,,2
전북,전주덕진소방서,아중119안전센터,,1
전북,전주덕진소방서,팔복119안전센터,,1
전북,전주덕진소방서,전미119안전센터,,1
전북,전주덕진소방서,조촌119안전센터,,1
전북,군산소방서,사정119안전센터,,2
전북,군산소방서,금동119안전센터,,1
전북,군산소방서,항만119안전센터,,1
전북,군산소방서,비응119안전센터,,1
전북,군산소방서,지곡119안전센터,,1
전북,군산소방서,내흥119안전센터,,1
전북,군산소방서,산북119안전센터,,1
전북,군산소방서,대야119안전센터,,1
전북,익산소방서,팔봉119안전센터,,2
전북,익산소방서,신동119안전센터,,1
전북,익산소방서,공단119안전센터,,1
전북,익산소방서,인화119안전센터,,1
전북,익산소방서,모현119안전센터,,1
전북,익산소방서,함열119안전센터,,1
전북,익산소방서,금마119안전센터,,1
전북,정읍소방서,하북119안전센터,,2
전북,정읍소방서,시기119안전센터,,1
전북,정읍소방서,신태인119안전센터,,1
전북,정읍소방서,영원119안전센터,,1
전북,정읍소방서,칠보119안전센터,,1
전북,남원소방서,식정119안전센터,,2
전북,남원소방서,인월119안전센터,,1
전북,남원소방서,금지119안전센터,,1
전북,김제소방서,교동119안전센터,,2
전북,김제소방서,검산119안전센터,,1
전북,김제소방서,만경119안전센터,,1
전북,김제소방서,금산119안전센터,,1
전북,완주소방서,봉동119안전센터,,2
전북,완주소방서,삼례119안전센터,,1
전북,완주소방서,고산119안전센터,,1
전북,완주소방서,혁신119안전센터,,1
전북,완주소방서,구이119안전센터,,1
전북,진안소방서,진안119안전센터,,1
전북,진안소방서,마령119안전센터,,1
전북,무주소방서,무주119안전센터,,1
전북,무주소방서,구천동119안전센터,,1
전북,장수소방서,장계119안전센터,,1
전북,장수소방서,장수119안전센터,,1
전북,임실소방서,임실119안전센터,,1
전북,순창소방서,순창119안전센터,,1
전북,고창소방서,고창119안전센터,,2
전북,고창소방서,무장119안전센터,,1
전북,고창소방서,흥덕119안전센터,,1
전북,고창소방서,대산119안전센터,,1
전북,부안소방서,부안119안전센터,,2
전북,부안소방서,격포119안전센터,,1
전남,목포소방서,하당119안전센터,,2
전남,목포소방서,호남119안전센터,,2
전남,목포소방서,경동119안전센터,,1
전남,목포소방서,삼학119안전센터,,1
전남,목포소방서,연산119안전센터,,1
전남,여수소방서,학동119안전센터,,2
전남,여수소방서,평여119안전센터,,1
전남,여수소방서,소라119안전센터,,1
전남,여수소방서,연등119안전센터,,1
전남,여수소방서,여서119안전센터,,1
전남,여수소방서,봉산119안전센터,,1
전남,여수소방서,돌산119안전센터,,1
전남,여수소방서,소방정대119안전센터,,1
전남,순천소방서,서면119안전센터,,1
전남,순천소방서,저전119안전센터,,2
전남,순천소방서,왕조119안전센터,,1
전남,순천소방서,연향119안전센터,,1
전남,순천소방서,승주119안전센터,,1
전남,순천소방서,해룡119안전센터,,1
전남,순천소방서,신대119안전센터,,1
전남,나주소방서,경현119안전센터,,1
전남,나주소방서,이창119안전센터,,1
전남,나주소방서,남평119안전센터,,1
전남,나주소방서,빛가람119안전센터,,1
전남,광양소방서,중마119안전센터,,1
전남,광양소방서,금호119안전센터,,1
전남,광양소방서,광양119안전센터,,1
전남,광양소방서,광영119안전센터,,1
전남,담양소방서,담양119안전센터,,2
전남,담양소방서,고서119안전센터,,1
전남,곡성소방서,곡성119안전센터,,1
전남,곡성소방서,옥과119안전센터,,1
전남,구례소방서,구례119안전센터,,1
전남,고흥소방서,고흥119안전센터,,1
전남,고흥소방서,도양119안전센터,,1
전남,고흥소방서,과역119안전센터,,1
전남,고흥소방서,나로119안전센터,,1
전남,보성소방서,벌교119안전센터,,1
전남,보성소방서,보성119안전센터,,1
전남,보성소방서,득량119안전센터,,
전남,화순소방서,화순119안전센터,,1
전남,화순소방서,능주119안전센터,,1
전남,화순소방서,동복119안전센터,,1
전남,장흥소방서,장흥119안전센터,,1
전남,장흥소방서,정남진119안전센터,,1
전남,강진소방서,강진119안전센터,,1
전남,강진소방서,성전119안전센터,,1
전남,해남소방서,해남119안전센터,,1
전남,해남소방서,땅끝119안전센터,,1
전남,영암소방서,삼호119안전센터,,1
전남,영암소방서,영암119안전센터,,1
전남,영암소방서,신북119안전센터,,1
전남,무안소방서,무안119안전센터,,1
전남,무안소방서,일로119안전센터,,1
전남,무안소방서,해제119안전센터,,1
전남,무안소방서,남악119안전센터,,1
전남,무안소방서,청계119안전센터,,1
전남,함평소방서,함평119안전센터,,1
전남,함평소방서,나산119안전센터,,1
전남,영광소방서,영광119안전센터,,1
전남,영광소방서,홍농119안전센터,,1
전남,장성소방서,장성119안전센터,,1
전남,장성소방서,삼계119안전센터,,1
전남,완도소방서,완도119안전센터,,1
전남,완도소방서,고금119안전센터,,1
전남,진도소방서,임회119안전센터,,1
전남,진도소방서,진도119안전센터,,1
전남,신안소방서,지도119안전센터,,1
전남,신안소방서,신안119안전센터,,1
경북,포항북부소방서,119구조구급센터119안전센터,,2
경북,포항북부소방서,두호119안전센터,,1
경북,포항북부소방서,흥해119안전센터,,1
경북,포항북부소방서,청하119안전센터,,1
경북,포항북부소방서,장량119안전센터,,1
경북,포항북부소방서,기계119안전센터,,1
경북,포항남부소방서,119구조구급센터119안전센터,,1
경북,포항남부소방서,제철119안전센터,,1
경북,포항남부소방서,해도119안전센터,,2
경북,포항남부소방서,효자119안전센터,,1
경북,포항남부소방서,구룡포119안전센터,,1
경북,포항남부소방서,오천119안전센터,,1
경북,포항남부소방서,연일119안전센터,,1
경북,포항남부소방서,울릉119안전센터,,1
경북,경주소방서,119구조구급센터119안전센터,,1
경북,경주소방서,동부119안전센터,,1
경북,경주소방서,보문119안전센터,,1
경북,경주소방서,불국사119안전센터,,1
경북,경주소방서,용황119안전센터,,1
경북,경주소방서,안강119안전센터,,1
경북,경주소방서,외동119안전센터,,1
경북,경주소방서,감포119안전센터,,1
경북,경주소방서,건천119안전센터,,1
경북,김천소방서,119구조구급센터119안전센터,,1
경북,김천소방서,다수119안전센터,,1
경북,김천소방서,대광119안전센터,,1
경북,김천소방서,지례119안전센터,,1
경북,김천소방서,아포119안전센터,,1
경북,김천소방서,율곡119안전센터,,1
경북,안동소방서,119구조구급센터119안전센터,,2
경북,안동소방서,용상119안전센터,,1
경북,안동소방서,풍산119안전센터,,1
경북,안동소방서,옥동119안전센터,,1
경북,안동소방서,도산119안전센터,,1
경북,구미소방서,119구조구급센터119안전센터,,1
경북,구미소방서,송정119안전센터,,1
경북,구미소방서,원평119안전센터,,1
경북,구미소방서,봉곡119안전센터,,1
경북,구미소방서,인동119안전센터,,1
경북,구미소방서,선산119안전센터,,1
경북,구미소방서,해평119안전센터,,1
경북,구미소방서,상림119안전센터,,1
경북,구미소방서,옥계119안전센터,,1
경북,구미소방서,고아119안전센터,,1
경북,영주소방서,119구조구급센터119안전센터,,1
경북,영주소방서,가흥119안전센터,,2
경북,영주소방서,풍기119안전센터,,1
경북,영천소방서,119구조구급센터119안전센터,,1
경북,영천소방서,남부119안전센터,,1
경북,영천소방서,금호119안전센터,,1
경북,영천소방서,신녕119안전센터,,1
경북,상주소방서,119구조구급센터119안전센터,,2
경북,상주소방서,함창119안전센터,,1
경북,상주소방서,낙동119안전센터,,1
경북,상주소방서,청리119안전센터,,1
경북,상주소방서,화서119안전센터,,1
경북,문경소방서,119구조구급센터119안전센터,,1
경북,문경소방서,모전119안전센터,,1
경북,문경소방서,가은119안전센터,,1
경북,문경소방서,문경119안전센터,,1
경북,문경소방서,산북119안전센터,,1
경북,경산소방서,119구조구급센터119안전센터,,1
경북,경산소방서,중앙119안전센터,,2
경북,경산소방서,중산119안전센터,,1
경북,경산소방서,하양119안전센터,,1
경북,경산소방서,진량119안전센터,,1
경북,경산소방서,자인119안전센터,,1
경북,의성소방서,119구조구급센터119안전센터,,1
경북,의성소방서,의성119안전센터,,1
경북,의성소방서,안계119안전센터,,1
경북,청송소방서,119구조구급센터119안전센터,,1
경북,청송소방서,진보119안전센터,,1
경북,영양소방서,영양119안전센터,,1
경북,영양소방서,입암119안전센터,,1
경북,영덕소방서,119구조구급센터119안전센터,,1
경북,영덕소방서,강구119안전센터,,1
경북,영덕소방서,영해119안전센터,,1
경북,청도소방서,119구조구급센터119안전센터,,1
경북,청도소방서,풍각119안전센터,,1
경북,청도소방서,금천119안전센터,,1
경북,고령소방서,119구조구급센터119안전센터,,1
경북,고령소방서,다산119안전센터,,1
경북,성주소방서,119구조구급센터119안전센터,,1
경북,성주소방서,가천119안전센터,,1
경북,성주소방서,선남119안전센터,,1
경북,칠곡소방서,119구조구급센터119안전센터,,1
경북,칠곡소방서,북삼119안전센터,,1
경북,칠곡소방서,석적119안전센터,,1
경북,칠곡소방서,왜관119안전센터,,1
경북,칠곡소방서,가산119안전센터,,1
경북,칠곡소방서,동명119안전센터,,1
경북,칠곡소방서,지천119안전센터,,1
경북,예천소방서,예천119구조구급센터119안전센터,,1
경북,예천소방서,용문119안전센터,,1
경북,예천소방서,지보119안전센터,,1
경북,예천소방서,도청119구조구급센터119안전센터,,1
경북,봉화소방서,119구조구급센터119안전센터,,1
경북,봉화소방서,춘양119안전센터,,1
경북,봉화소방서,명호119안전센터,,1
경북,울진소방서,119구조구급센터119안전센터,,1
경북,울진소방서,온정119안전센터,,1
경북,울진소방서,죽변119안전센터,,1
경북,울진소방서,북면119안전센터,,1
경북,울진소방서,후포119안전센터,,1
경남,진주소방서,상대119안전센터,,2
경남,진주소방서,중앙119안전센터,,1
경남,진주소방서,천전119안전센터,,1
경남,진주소방서,평거119안전센터,,1
경남,진주소방서,문산119안전센터,,1
경남,진주소방서,금산119안전센터,,1
경남,진주소방서,정촌119안전센터,,1
경남,통영소방서,죽림119안전센터,,2
경남,통영소방서,무전119안전센터,,1
경남,통영소방서,서호119안전센터,,1
경남,통영소방서,도남119안전센터,,1
경남,사천소방서,우주항공119안전센터,,2
경남,사천소방서,삼천포119안전센터,,1
경남,사천소방서,사천119안전센터,,1
경남,사천소방서,사남119안전센터,,1
경남,사천소방서,곤양119안전센터,,2
경남,김해동부소방서,삼정119안전센터,,2
경남,김해동부소방서,동상119안전센터,,1
경남,김해동부소방서,내외119안전센터,,1
경남,김해동부소방서,상동119안전센터,,1
경남,김해동부소방서,생림119안전센터,,1
경남,김해동부소방서,북부119안전센터,,1
경남,김해동부소방서,대동119안전센터,,1
경남,김해서부소방서,장유119안전센터,,2
경남,김해서부소방서,진영119안전센터,,1
경남,김해서부소방서,진례119안전센터,,1
경남,김해서부소방서,한림119안전센터,,1
경남,김해서부소방서,주촌119안전센터,,1
경남,김해서부소방서,율하119안전센터,,1
경남,밀양소방서,교동119안전센터,,2
경남,밀양소방서,가곡119안전센터,,1
경남,밀양소방서,하남119안전센터,,1
경남,밀양소방서,삼랑진119안전센터,,1
경남,밀양소방서,산동119안전센터,,1
경남,밀양소방서,무안119안전센터,,1
경남,거제소방서,옥포119안전센터,,1
경남,거제소방서,장승포119안전센터,,1
경남,거제소방서,신현119안전센터,,1
경남,거제소방서,거제119안전센터,,1
경남,거제소방서,연초119안전센터,,1
경남,거제소방서,남부119안전센터,,1
경남,거제소방서,사등119안전센터,,1
경남,양산소방서,범어119안전센터,,1
경남,양산소방서,물금119안전센터,,1
경남,양산소방서,중앙119안전센터,,1
경남,양산소방서,웅상119안전센터,,2
경남,양산소방서,하북119안전센터,,1
경남,양산소방서,중부119안전센터,,1
경남,양산소방서,평산119안전센터,,1
경남,양산소방서,상북119안전센터,,1
경남,의령소방서,의령119안전센터,,1
경남,의령소방서,부림119안전센터,,1
경남,의령소방서,정곡119안전센터,,1
경남,함안소방서,가야119안전센터,,1
경남,함안소방서,칠원119안전센터,,1
경남,함안소방서,군북119안전센터,,1
경남,창녕소방서,창녕119안전센터,,2
경남,창녕소방서,남지119안전센터,,1
경남,창녕소방서,영산119안전센터,,1
경남,창녕소방서,부곡119안전센터,,1
경남,고성소방서,고성119안전센터,,1
경남,고성소방서,회화119안전센터,,1
경남,고성소방서,거류119안전센터,,1
경남,남해소방서,남해119안전센터,,1
경남,남해소방서,삼동119안전센터,,1
경남,남해소방서,미조119안전센터,,1
경남,하동소방서,119구조대119안전센터,,1
경남,하동소방서,하동119안전센터,,1
경남,하동소방서,진교119안전센터,,1
경남,하동소방서,화개119안전센터,,1
경남,산청소방서,산청119안전센터,,1
경남,산청소방서,단성119안전센터,,1
경남,산청소방서,산청산악구조대119안전센터,,1
경남,함양소방서,함양119안전센터,,2
경남,함양소방서,안의119안전센터,,1
경남,함양소방서,함양산악구조대119안전센터,,1
경남,거창소방서,대평119안전센터,,2
경남,거창소방서,위천119안전센터,,1
경남,거창소방서,가조119안전센터,,1
경남,합천소방서,합천119안전센터,,2
경남,합천소방서,초계119안전센터,,1
경남,합천소방서,삼가119안전센터,,1
경남,합천소방서,북부119안전센터,,1
제주,제주소방서,이도119안전센터,,2
제주,제주소방서,삼도119안전센터,,1
제주,제주소방서,오라119안전센터,,1
제주,제주소방서,연동119안전센터,,1
제주,제주소방서,항만119안전센터,,1
제주,제주소방서,화북119안전센터,,1
제주,제주소방서,노형119안전센터,,1
제주,제주소방서,외도119안전센터,,1
제주,제주소방서,아라119안전센터,,1
제주,서귀포소방서,대신119안전센터,,2
제주,서귀포소방서,동홍119안전센터,,1
제주,서귀포소방서,중문119안전센터,,1
제주,서귀포소방서,효돈119안전센터,,1
제주,서부소방서,한림119안전센터,,2
제주,서부소방서,애월119안전센터,,1
제주,서부소방서,대정119안전센터,,1
제주,서부소방서,한경119안전센터,,1
제주,서부소방서,안덕119안전센터,,1
제주,서부소방서,영어교육도시119안전센터,,1
제주,동부소방서,성산119안전센터,,2
제주,동부소방서,구좌119안전센터,,1
제주,동부소방서,조천119안전센터,,1
제주,동부소방서,남원119안전센터,,1
제주,동부소방서,표선119안전센터,,1
창원,진해소방서,풍호119안전센터,,2
창원,진해소방서,대흥119안전센터,,1
창원,진해소방서,이동119안전센터,,1
창원,진해소방서,웅동119안전센터,,1
창원,진해소방서,용원119안전센터,,1
창원,의창소방서,중동119안전센터,,1
창원,의창소방서,봉곡119안전센터,,1
창원,의창소방서,팔룡119안전센터,,1
창원,의창소방서,동읍119안전센터,,1
창원,의창소방서,북면119안전센터,,1
창원,의창소방서,대산119안전센터,,1
창원,성산소방서,신월119안전센터,,2
창원,성산소방서,가음정119안전센터,,1
창원,성산소방서,대원119안전센터,,1
창원,성산소방서,웅남119안전센터,,1
창원,성산소방서,외동119안전센터,,1
창원,마산소방서,소방정대119안전센터,,1
창원,마산소방서,중앙119안전센터,,2
창원,마산소방서,무학119안전센터,,1
창원,마산소방서,진동119안전센터,,1
창원,마산소방서,석전119안전센터,,1
창원,마산소방서,양봉119안전센터,,1
창원,마산소방서,구산119안전센터,,1
창원,마산소방서,구암119안전센터,,1
창원,마산소방서,진전119안전센터,,1
창원,마산소방서,내서119안전센터,,1
대구,중부소방서,성명119안전센터,대명지역대,1
대구,북부소방서,산격119안전센터,복현지역대,1
대구,강북소방서,군위119안전센터,효령지역대,1
대구,강북소방서,의흥119안전센터,부계지역대,1
인천,중부소방서,중앙119안전센터,연평지역대,1
인천,중부소방서,중앙119안전센터,덕적지역대,1
인천,중부소방서,중앙119안전센터,자월지역대,1
인천,중부소방서,백령119안전센터,대청지역대,1
인천,강화소방서,불은119안전센터,양도지역대,1
인천,강화소방서,길상119안전센터,화도지역대,1
인천,강화소방서,내가119안전센터,교동지역대,1
인천,강화소방서,내가119안전센터,하점지역대,1
인천,강화소방서,내가119안전센터,삼산지역대,1
인천,영종소방서,공항119안전센터,북도지역대,1
인천,영종소방서,공항119안전센터,장봉지역대,1
인천,영종소방서,용유119안전센터,무의지역대,1
울산,남울주소방서,온양119안전센터,서생지역대,1
울산,서울주소방서,언양119안전센터,삼동지역대,1
울산,서울주소방서,언양119안전센터,상북지역대,1
세종,세종남부소방서,보람119안전센터,금남지역대,1
경기,용인소방서,백암119안전센터,원삼지역대,1
경기,화성소방서,남양119안전센터,서신지역대,1
경기,이천소방서,대월119안전센터,부발지역대,1
경기,이천소방서,장호원119안전센터,설성지역대,1
경기,김포소방서,통진119안전센터,월곶지역대,1
경기,광주소방서,초월119안전센터,퇴촌지역대,1
경기,여주소방서,가남119안전센터,점동지역대,1
경기,여주소방서,북내119안전센터,대신지역대,1
경기,양평소방서,용문119안전센터,청운단월지역대,1
경기,양평소방서,용문119안전센터,양동지역대,1
경기북부,고양소방서,삼송119안전센터,고양지역대,1
경기북부,남양주소방서,화도119안전센터,수동지역대,1
경기북부,포천소방서,영북119안전센터,관인지역대,1
경기북부,포천소방서,일동119안전센터,이동지역대,1
경기북부,동두천소방서,불현119안전센터,광암지역대,1
경기북부,가평소방서,대곡119안전센터,북면지역대,1
경기북부,가평소방서,설악119안전센터,청평지역대,1
경기북부,연천소방서,차탄119안전센터,신서지역대,1
강원,원주소방서,태장119안전센터,소초지역대,1
강원,원주소방서,문막119안전센터,부론지역대,1
강원,원주소방서,흥업119안전센터,귀래지역대,1
강원,강릉소방서,옥계119안전센터,정동지역대,1
강원,동해소방서,북삼119안전센터,삼화지역대,1
강원,삼척소방서,봉황119안전센터,미로지역대,1
강원,삼척소방서,도계119안전센터,하장지역대,1
강원,삼척소방서,도계119안전센터,신기지역대,1
강원,삼척소방서,원덕119안전센터,임원지역대,1
강원,삼척소방서,원덕119안전센터,가곡지역대,1
강원,삼척소방서,근덕119안전센터,노곡지역대,1
강원,홍천소방서,홍천119안전센터,화촌지역대,1
강원,홍천소방서,홍천119안전센터,두촌지역대,1
강원,홍천소방서,홍천119안전센터,영귀미지역대,1
강원,홍천소방서,홍천119안전센터,북방지역대,1
강원,홍천소방서,서석119안전센터,내촌지역대,1
강원,홍천소방서,서석119안전센터,내면지역대,1
강원,횡성소방서,횡성119안전센터,갑천지역대,1
강원,횡성소방서,둔내119안전센터,청일지역대,1
강원,횡성소방서,우천119안전센터,안흥지역대,1
강원,횡성소방서,우천119안전센터,강림지역대,1
강원,횡성소방서,공근119안전센터,서원지역대,1
강원,영월소방서,영월119안전센터,남면지역대,1
강원,영월소방서,영월119안전센터,북면지역대,1
강원,영월소방서,주천119안전센터,한반도지역대,1
강원,영월소방서,주천119안전센터,쌍용지역대,1
강원,영월소방서,산솔119안전센터,상동지역대,1
강원,영월소방서,산솔119안전센터,김삿갓지역대,1
강원,평창소방서,평창119안전센터,미탄지역대,1
강원,평창소방서,봉평119안전센터,용평지역대,1
강원,평창소방서,대화119안전센터,방림지역대,1
강원,정선소방서,조양119안전센터,화암지역대,1
강원,정선소방서,조양119안전센터,북평지역대,1
강원,정선소방서,임계119안전센터,여량지역대,1
강원,정선소방서,사북119안전센터,남면지역대,1
강원,철원소방서,김화119안전센터,자등지역대,1
강원,화천소방서,화천119안전센터,상서지역대,1
강원,화천소방서,화천119안전센터,간동지역대,1
강원,양구소방서,양구119안전센터,국토정중앙지역대,1
강원,양구소방서,양구119안전센터,동면지역대,1
강원,양구소방서,양구119안전센터,방산지역대,1
강원,양구소방서,양구119안전센터,해안지역대,1
강원,인제소방서,인제119안전센터,남면지역대,1
강원,인제소방서,원통119안전센터,서화지역대,1
강원,인제소방서,기린119안전센터,상남지역대,1
강원,고성소방서,거진119안전센터,현내지역대,1
충북,충주소방서,목행119안전센터,산척지역대,1
충북,충주소방서,주덕119안전센터,노은지역대,1
충북,충주소방서,앙성119안전센터,소태지역대,1
충북,제천소방서,덕산119안전센터,청풍지역대,1
충북,보은소방서,보은119안전센터,회인지역대,1
충북,옥천소방서,옥천119안전센터,군서지역대,1
충북,옥천소방서,청산119안전센터,안남지역대,1
충북,영동소방서,영동119안전센터,심천지역대,1
충북,영동소방서,영동119안전센터,용산지역대,1
충북,영동소방서,황간119안전센터,상촌지역대,1
충북,진천소방서,진천119안전센터,문백지역대,1
충북,진천소방서,진천119안전센터,백곡지역대,1
충북,진천소방서,광혜원119안전센터,이월지역대,1
충북,괴산소방서,괴산119안전센터,장연지역대,1
충북,괴산소방서,괴산119안전센터,연풍지역대,1
충북,괴산소방서,괴산119안전센터,불정지역대,1
충북,괴산소방서,청천119안전센터,청안지역대,1
충북,음성소방서,금왕119안전센터,맹동지역대,1
충북,단양소방서,단양119안전센터,대강지역대,1
충북,단양소방서,단양119안전센터,영춘지역대,1
충북,단양소방서,매포119안전센터,어상천지역대,1
충남,천안동남소방서,독립119안전센터,북면지역대,1
충남,천안동남소방서,독립119안전센터,성남지역대,1
충남,공주소방서,웅진119안전센터,우성지역대,1
충남,공주소방서,계룡119안전센터,탄천지역대,1
충남,공주소방서,계룡119안전센터,이인지역대,1
충남,보령소방서,명천119안전센터,청라지역대,1
충남,보령소방서,오천119안전센터,천북지역대,1
충남,아산소방서,둔포119안전센터,음봉지역대,1
충남,아산소방서,신창119안전센터,선장지역대,1
충남,서산소방서,동부119안전센터,음암지역대,1
충남,서산소방서,해미119안전센터,운산지역대,1
충남,논산소방서,반월119안전센터,상월지역대,1
충남,논산소방서,연산119안전센터,벌곡지역대,1
충남,논산소방서,연산119안전센터,양촌지역대,1
충남,당진소방서,당진119안전센터,대호지지역대,1
충남,당진소방서,합덕119안전센터,면천지역대,1
충남,당진소방서,합덕119안전센터,순성지역대,2
충남,당진소방서,기지시119안전센터,송산지역대,1
충남,금산소방서,금산119안전센터,제원지역대,1
충남,금산소방서,금산119안전센터,남이지역대,1
충남,청양소방서,청양119안전센터,운곡지역대,1
충남,청양소방서,정산119안전센터,장평지역대,1
충남,홍성소방서,광천119안전센터,장곡지역대,1
충남,홍성소방서,갈산119안전센터,서부지역대,1
충남,예산소방서,금오119안전센터,신양지역대,1
충남,태안소방서,태안119안전센터,남면지역대,2
충남,태안소방서,안면119안전센터,고남지역대,1
충남,태안소방서,근흥119안전센터,소원지역대,1
전북,군산소방서,사정119안전센터,회현지역대,1
전북,군산소방서,비응119안전센터,고군산지역대,1
전북,군산소방서,지곡119안전센터,옥구지역대,1
전북,군산소방서,산북119안전센터,옥서지역대,1
전북,군산소방서,대야119안전센터,서수지역대,1
전북,익산소방서,모현119안전센터,황등지역대,1
전북,익산소방서,함열119안전센터,용동지역대,1
전북,익산소방서,함열119안전센터,망성지역대,1
전북,익산소방서,함열119안전센터,함라지역대,1
전북,익산소방서,금마119안전센터,여산지역대,1
전북,익산소방서,금마119안전센터,왕궁지역대,1
전북,정읍소방서,시기119안전센터,입암지역대,1
전북,정읍소방서,신태인119안전센터,태인지역대,1
전북,남원소방서,식정119안전센터,용성지역대,1
전북,남원소방서,식정119안전센터,사매지역대,1
전북,남원소방서,인월119안전센터,운봉지역대,1
전북,남원소방서,금지119안전센터,수지지역대,1
전북,남원소방서,금지119안전센터,대강지역대,1
전북,김제소방서,검산119안전센터,백구지역대,1
전북,완주소방서,봉동119안전센터,소양지역대,1
전북,완주소방서,고산119안전센터,운주지역대,1
전북,완주소방서,고산119안전센터,화산지역대,1
전북,완주소방서,구이119안전센터,상관지역대,1
전북,진안소방서,진안119안전센터,안천지역대,1
전북,진안소방서,진안119안전센터,주천지역대,1
전북,진안소방서,마령119안전센터,부귀지역대,1
