province,district,locality,jurisdiction,stationName,centerName,stationAddress,latitude,longitude
광주광역시,북구,일곡동,북부소방서,북부소방서,일곡119안전센터,광주광역시 북구 설죽로 529(일곡동),,
광주광역시,북구,임동,북부소방서,북부소방서,임동119안전센터,광주광역시 북구 서림로 5(임동),,
광주광역시,서구,쌍촌동,서부소방서,서부소방서,금호119안전센터,광주광역시 서구 운천로 112(쌍촌동),,
광주광역시,서구,치평동,서부소방서,서부소방서,상무119안전센터,광주광역시 서구 치평로 65(치평동),,
광주광역시,서구,화정동,서부소방서,서부소방서,염주119안전센터,광주광역시 서구 염화로 77(화정동),,
광주광역시,서구,금호동,서부소방서,서부소방서,풍암119안전센터,광주광역시 서구 회재로 907(금호동),,
광주광역시,서구,화정동,서부소방서,서부소방서,화정119안전센터,광주광역시 서구 화운로 197(화정동),,
대전광역시,대덕구,,대덕소방서,대덕소방서,대화119안전센터,대전광역시 대덕구 대화로 81,,
대전광역시,대덕구,,대덕소방서,대덕소방서,덕암119안전센터,대전광역시 대덕구 신탄진로 661,,
대전광역시,대덕구,,대덕소방서,대덕소방서,문평119안전센터,대전광역시 대덕구 문평동로 18번길 34,,
대전광역시,대덕구,,대덕소방서,대덕소방서,법동119안전센터,대전광역시 대덕구 계족로 682,,
대전광역시,대덕구,,대덕소방서,대덕소방서,송촌119안전센터,대전광역시 대덕구 동춘당로 65,,
대전광역시,동구,,동부소방서,동부소방서,가양119안전센터,대전광역시 동구 계족로 300,,
대전광역시,중구,,동부소방서,동부소방서,부사119안전센터,대전광역시 중구 대종로 373,,
대전광역시,동구,,동부소방서,동부소방서,산내119안전센터,대전광역시 동구 산내로 1328,,
대전광역시,동구,,동부소방서,동부소방서,삼성119안전센터,대전광역시 동구 태전로 134,,
대전광역시,동구,,동부소방서,동부소방서,용운119안전센터,대전광역시 동구 용운로 151번길 88,,
대전광역시,동구,,동부소방서,동부소방서,원동119안전센터,대전광역시 동구 대전천동로 508,,
대전광역시,서구,,둔산소방서,둔산소방서,갈마119안전센터,대전광역시 서구 갈마중로 15,,
대전광역시,서구,,둔산소방서,둔산소방서,샘머리119안전센터,대전광역시 서구 둔산로 101번길 26,,
대전광역시,서구,,둔산소방서,둔산소방서,월평119안전센터,대전광역시 서구 청사로 27,,
대전광역시,서구,,둔산소방서,둔산소방서,탄방119안전센터,대전광역시 서구 문정로 142,,
대전광역시,중구,,둔산소방서,둔산소방서,태평119안전센터,대전광역시 중구 동서대로 1235,,
대전광역시,서구,,서부소방서,서부소방서,기성119안전센터,대전광역시 서구 금평2길 57,,
대전광역시,서구,,서부소방서,서부소방서,도안119안전센터,대전광역시 서구 용소로 46,,
대전광역시,중구,,서부소방서,서부소방서,문화119안전센터,대전광역시 중구 계룡로 918번길 67,,
대전광역시,서구,,서부소방서,서부소방서,복수119안전센터,대전광역시 서구 복수서로 67,,
대전광역시,중구,,서부소방서,서부소방서,산성119안전센터,대전광역시 중구 산성로 59,,
대전광역시,유성구,,서부소방서,서부소방서,원내119안전센터,대전광역시 유성구 계백로 801번길 17,,
대전광역시,유성구,,유성소방서,유성소방서,구암119안전센터,대전광역시 유성구 월드컵대로 263,,
대전광역시,유성구,,유성소방서,유성소방서,노은119안전센터,대전광역시 유성구 노은로 101,,
대전광역시,유성구,,유성소방서,유성소방서,도룡119안전센터,대전광역시 유성구 대덕대로 516,,
대전광역시,유성구,,유성소방서,유성소방서,신성119안전센터,대전광역시 유성구 유성대로 1215,,
대전광역시,유성구,,유성소방서,유성소방서,전민119안전센터,대전광역시 유성구 엑스포로 486-11,,
울산광역시,남구,,남부소방서,남부소방서,공단119안전센터,울산광역시 남구 사평로 161,,
울산광역시,남구,,남부소방서,남부소방서,무거119안전센터,울산광역시 남구 문수로 89,,
울산광역시,남구,,남부소방서,남부소방서,삼산119안전센터,울산광역시 남구 삼산중로 149,,
울산광역시,남구,,남부소방서,남부소방서,신정119안전센터,울산광역시 남구 신정로87번길 2,,
울산광역시,남구,,남부소방서,남부소방서,여천119안전센터,울산광역시 남구 여천로 81-33,,
울산광역시,남구,,남부소방서,남부소방서,옥동119안전센터,울산광역시 남구 대공원입구로21번길 20,,
울산광역시,남구,,남부소방서,남부소방서,장생포119안전센터,울산광역시 남구 매암로 18,,
울산광역시,울주군,온산읍,남울주소방서,남울주소방서,온산119안전센터,울산광역시 울주군 온산읍 덕신로 232,,
울산광역시,울주군,온양읍,남울주소방서,남울주소방서,온양119안전센터,울산광역시 온양읍 온양로 74,,
울산광역시,울주군,웅촌면,남울주소방서,남울주소방서,웅촌119안전센터,울산광역시 울주군 웅촌면 곡천검단로 9,,
울산광역시,울주군,청량읍,남울주소방서,남울주소방서,청량119안전센터,울산광역시 울주군 청량읍 상남길 34-11,,
울산광역시,울주군,,남울주소방서,남울주소방서,화산119안전센터,울산광역시 공단로 417,,
울산광역시,동구,,동부소방서,동부소방서,전하119안전센터,울산광역시 동구 진성4가길 8,,
울산광역시,동구,,동부소방서,동부소방서,화암119안전센터,울산광역시 동구 꽃바위2가길 9,,
울산광역시,동구,,동부소방서,동부소방서,화정119안전센터,울산광역시 동구 방어진순환도로 601,,
울산광역시,북구,,북부소방서,북부소방서,강동119안전센터,울산광역시 북구 산하중앙2로 231,,
울산광역시,북구,,북부소방서,북부소방서,농소119안전센터,울산광역시 북부 아진로 72,,
울산광역시,북구,,북부소방서,북부소방서,매곡119안전센터,울산광역시 북구 오토밸리로 1024,,
울산광역시,북구,,북부소방서,북부소방서,송정119안전센터,울산광역시 북구 화동로 178,,
울산광역시,북구,,북부소방서,북부소방서,염포119안전센터,울산광역시 북구 염포로 769,,
울산광역시,울주군,두서면,서울주소방서,서울주소방서,두서119안전센터,울산광역시 울주군 두서면 인보로 85,,
울산광역시,울주군,범서읍,서울주소방서,서울주소방서,범서119안전센터,울산광역시 울주군 범서읍 구영앞길 99,,
울산광역시,울주군,언양읍,서울주소방서,서울주소방서,언양119안전센터,울산광역시 울주군 언양읍 남천둑길 99,,
울산광역시,중구,,중부소방서,중부소방서,병영119안전센터,울산광역시 중구 구교로 226,,
울산광역시,중구,,중부소방서,중부소방서,성남119안전센터,울산광역시 중구 젊음의거리 6,,
울산광역시,중구,,중부소방서,중부소방서,유곡119안전센터,울산광역시 중구 종가로 205,,
울산광역시,중구,,중부소방서,중부소방서,태화119안전센터,울산광역시 중구 태화로 111,,
세종특별자치시,세종시,보람동,세종남부소방서,세종남부소방서,보람119안전센터,세종특별자치시 남세종로 436(보람동),,
세종특별자치시,세종시,아름동,세종남부소방서,세종남부소방서,아름119안전센터,세종특별자치시 보듬3로 119(아름동),,
세종특별자치시,세종시,어진동,세종남부소방서,세종남부소방서,어진119안전센터,세종특별자치시 절재로 301(어진동),,
세종특별자치시,세종시,장군면,세종남부소방서,세종남부소방서,장군119안전센터,세종특별자치시 장군면 장척로 391,,
세종특별자치시,세종시,한솔동,세종남부소방서,세종남부소방서,한솔119안전센터,세종특별자치시 노을3로 29(한솔동),,
세종특별자치시,세종시,부강면,세종북부소방서,세종북부소방서,부강119안전센터,세종특별자치시 부강면 청연로 7,,
세종특별자치시,세종시,연서면,세종북부소방서,세종북부소방서,연서119안전센터,세종특별자치시 연서면 도신고복로 306,,
세종특별자치시,세종시,전의면,세종북부소방서,세종북부소방서,전의119안전센터,세종특별자치시 전의면 서정길 46-6,,
세종특별자치시,세종시,조치원읍,세종북부소방서,세종북부소방서,조치원119안전센터,세종특별자치시 조치원읍 세종로 2439,,
경기도,과천시,,과천소방서,과천소방서,과천119안전센터,경기도 과천시 궁말로30,,
경기도,과천시,,과천소방서,과천소방서,중앙119안전센터,경기도 과천시 통영로 12,,
경기도,광명시,,광명소방서,광명소방서,광남119안전센터,경기도 광명시 목감로 34,,
경기도,광명시,,광명소방서,광명소방서,광명119안전센터,경기도 광명시 목감로 306,,
경기도,광명시,,광명소방서,광명소방서,소하119안전센터,경기도 광명시 금하로 472,,
경기도,광명시,,광명소방서,광명소방서,하안119안전센터,경기도 광명시 범안로 1025,,
경기도,광주시,곤지암읍,광주소방서,광주소방서,곤지암119안전센터,경기도 광주시 곤지암읍 광여로 160,,
경기도,광주시,,광주소방서,광주소방서,광남119안전센터,경기도 광주시 고불로 277,,
경기도,광주시,오포읍,광주소방서,광주소방서,능평119안전센터,경기도 광주시 오포읍 대명대길 30,,
경기도,광주시,,광주소방서,광주소방서,송정119안전센터,경기도 광주시 수하길 36,,
경기도,광주시,,광주소방서,광주소방서,오포119안전센터,경기도 광주시 오포로 910-5,,
경기도,광주시,초월읍,광주소방서,광주소방서,초월119안전센터,경기도 광주시 초월읍 무들로 112,,
경기도,군포시,,군포소방서,군포소방서,산본119안전센터,경기도 군포시 산본로432번길 1,,
경기도,군포시,도마교동,군포소방서,군포소방서,송정119안전센터,경기도 군포시 도마교동 487,,
경기도,군포시,,군포소방서,군포소방서,오금119안전센터,경기도 군포시 고산로 429,,
경기도,김포시,고촌읍,김포소방서,김포소방서,고촌119안전센터,경기도 김포시 고촌읍 은행영사정로 31,,
경기도,김포시,대곶면,김포소방서,김포소방서,대곶119안전센터,경기도 김포시 대곶면 수남로 104,,
경기도,김포시,,김포소방서,김포소방서,마산119안전센터,경기도 김포시 김포한강8로 196,,
경기도,김포시,,김포소방서,김포소방서,양촌119안전센터,경기도 김포시 양곡1로 85,,
경기도,김포시,,김포소방서,김포소방서,중앙119안전센터,경기도 김포시 감암로 111,,
경기도,김포시,통진읍,김포소방서,김포소방서,통진119안전센터,경기도 김포시 통진읍 김포대로 2250,,
경기도,김포시,하성면,김포소방서,김포소방서,하성119안전센터,경기도 김포시 하성면 하성로 404,,
경기도,김포시,,김포소방서,김포소방서,학운119안전센터,경기도 김포시 황금로273번길 8,,
경기도,부천시,,부천소방서,부천소방서,괴안119안전센터,경기도 부천시 소사구 부광로8번길 49,,
경기도,부천시,,부천소방서,부천소방서,범박119안전센터,경기도 부천시 소사구 범안로 127,,
경기도,부천시,,부천소방서,부천소방서,상동119안전센터,경기도 부천시 원미구 장말로 113,,
경기도,부천시,,부천소방서,부천소방서,서부119안전센터,경기도 부천시 원미구 계남로 169,,
경기도,부천시,,부천소방서,부천소방서,신상119안전센터,경기도 부천시 원미구 상동로117번길 36,,
경기도,부천시,,부천소방서,부천소방서,여월119안전센터,경기도 부천시 오정구 여월로 62,,
경기도,부천시,,부천소방서,부천소방서,오정119안전센터,경기도 부천시 오정구 신흥로 499,,
경기도,부천시,,부천소방서,부천소방서,원종119안전센터,경기도 부천시 오정구 원종로79번길 41,,
경기도,부천시,,부천소방서,부천소방서,중동119안전센터,경기도 부천시 원미구 부일로 346,,
경기도,부천시,,부천소방서,부천소방서,중앙119안전센터,경기도 부천시 원미구 신흥로 115,,
경기도,성남시,,분당소방서,분당소방서,구미119안전센터,경기도 성남시 분당구 돌마로 138,,
경기도,성남시,,분당소방서,분당소방서,서판교119안전센터,경기도 성남시 분당구 운중로 88,,
경기도,성남시,,분당소방서,분당소방서,서현119안전센터,경기도 성남시 분당구 양현로 14,,
경기도,성남시,,분당소방서,분당소방서,수내119안전센터,경기도 성남시 분당구 백현로 241,,
경기도,성남시,,분당소방서,분당소방서,야탑119안전센터,경기도 성남시 분당구 양현로 485,,
경기도,성남시,,분당소방서,분당소방서,판교119안전센터,경기도 성남시 분당구 대왕판교로644번길 62,,
경기도,성남시,,성남소방서,성남소방서,고등119안전센터,경기도 성남시 수정구 대왕판교로 931,,
경기도,성남시,,성남소방서,성남소방서,단대119안전센터,경기도 성남시 수정구 논골로 11번길 7-2,,
경기도,성남시,,성남소방서,성남소방서,상대원119안전센터,경기도 성남시 중원구 둔촌대로 469,,
경기도,성남시,,성남소방서,성남소방서,신흥119안전센터,경기도 성남시 수정구 시민로 151,,
경기도,성남시,,성남소방서,성남소방서,위례119안전센터,경기도 성남시 수정구 헌릉로 1003,,
경기도,성남시,,성남소방서,성남소방서,태평119안전센터,경기도 성남시 수정구 성남대로 1312,,
경기도,성남시,,성남소방서,성남소방서,하대원119안전센터,경기도 성남시 중원구 마지로 64,,
경기도,평택시,고덕동,송탄소방서,송탄소방서,고덕119안전센터,경기도 평택시 고덕율포1로46(고덕동),,
경기도,평택시,모곡동,송탄소방서,송탄소방서,모곡119안전센터,경기도 평택시 산단로 64번길 2(모곡동),,
경기도,평택시,서탄면,송탄소방서,송탄소방서,서탄119안전센터,경기도 평택시 서탄면 서탄로241,,
경기도,평택시,신장동,송탄소방서,송탄소방서,신장119안전센터,경기도 평택시 경기대로 1627(신장동),,
경기도,평택시,진위면,송탄소방서,송탄소방서,진위119안전센터,경기도 평택시 진위면 봉남길30,,
경기도,평택시,청북읍,송탄소방서,송탄소방서,청북119안전센터,경기도 평택시 청북읍 현곡산단로16,,
경기도,수원시,,수원남부소방서,수원남부소방서,고색119안전센터,경기도 수원시 권선구 서부로 1614,,
경기도,수원시,,수원남부소방서,수원남부소방서,남부119안전센터,경기도 수원시 권선구 동수원로 286,,
경기도,수원시,,수원남부소방서,수원남부소방서,매산119안전센터,경기도 수원시 팔달구 매산로 89,,
경기도,수원시,,수원남부소방서,수원남부소방서,서둔119안전센터,경기도 수원시 권선구 서호동로 48,,
경기도,수원시,,수원남부소방서,수원남부소방서,지만119안전센터,경기도 수원시 팔달구 경수대로 660,,
경기도,수원시,,수원남부소방서,수원남부소방서,호매실119안전센터,경기도 수원시 권선구 금곡로 194,,
경기도,수원시,,수원소방서,수원소방서,영통119안전센터,경기도 수원시 영통구 매영로 325,,
경기도,수원시,,수원소방서,수원소방서,원천119안전센터,경기도 수원시 영통구 중부대로 349,,
경기도,수원시,,수원소방서,수원소방서,이의119안전센터,경기도 수원시 영통구 도청로18번길 33,,
경기도,수원시,,수원소방서,수원소방서,정자119안전센터,경기도 수원시 장안구 정자천로 189번길 12,,
경기도,수원시,,수원소방서,수원소방서,파장119안전센터,경기도 수원시 장안구 서부로 2308,,
경기도,시흥시,,시흥소방서,시흥소방서,목감119안전센터,경기도 시흥시 목감우회로 15,,
경기도,시흥시,,시흥소방서,시흥소방서,배곧119안전센터,경기도 시흥시 서울대학로278번길 80,,
경기도,시흥시,,시흥소방서,시흥소방서,시흥119안전센터,경기도 시흥시 정왕신길로 206,,
경기도,시흥시,,시흥소방서,시흥소방서,연성119안전센터,경기도 시흥시 새재로 29,,
경기도,시흥시,,시흥소방서,시흥소방서,은행119안전센터,경기도 시흥시 대은로 4,,
경기도,시흥시,,시흥소방서,시흥소방서,정왕119안전센터,경기도 공단1대로259번길 1,,
경기도,안산시,고잔동,안산소방서,안산소방서,고잔119안전센터,경기도 안산시 단원구 화랑로 407 (고잔동),,
경기도,안산시,성곡동,안산소방서,안산소방서,군자119안전센터,경기도 안산시 단원구 번영1로 45 (성곡동),,
경기도,안산시,대부동동,안산소방서,안산소방서,대부119안전센터,경기도 안산시 단원구 영전로 375 (대부동동),,
경기도,안산시,건건동,안산소방서,안산소방서,반월119안전센터,경기도 안산시 상록구 건지미길 48 (건건동),,
경기도,안산시,사동,안산소방서,안산소방서,사동119안전센터,경기도 안산시 상록구 항가울로 230 (사동),,
경기도,안산시,본오동,안산소방서,안산소방서,상록수119안전센터,경기도 안산시 상록수 충장로 237 (본오동),,
경기도,안산시,선부동,안산소방서,안산소방서,선부119안전센터,경기도 안산시 단원구 선부광장서로 43 (선부동),,
경기도,안산시,성곡동,안산소방서,안산소방서,성곡119안전센터,경기도 안산시 단원구 장자골로 66 (성곡동),,
경기도,안산시,신길동,안산소방서,안산소방서,신길119안전센터,경기도 안산시 단원구 삼일로 50(신길동),,
경기도,안산시,원시동,안산소방서,안산소방서,원시119안전센터,경기도 안산시 단원구 동산로 31 (원시동),,
경기도,안산시,월피동,안산소방서,안산소방서,월피119안전센터,경기도 안산시 상록구 충장로 645 (월피동),,
경기도,안성시,공도읍,안성소방서,안성소방서,공도119안전센터,경기도 안성시 공도읍 공도로 111,,
경기도,안성시,,안성소방서,안성소방서,도기119안전센터,경기도 안성시 미양로 855,,
경기도,안성시,미양면,안성소방서,안성소방서,미양119안전센터,경기도 안성시 미양면 제2공단3길 8,,
경기도,안성시,원곡면,안성소방서,안성소방서,원곡119안전센터,경기도 안성시 원곡면 원곡물류단지로 162-20,,
경기도,안성시,죽산면,안성소방서,안성소방서,죽산119안전센터,경기도 안성시 죽산면 장원공단길 38,,
경기도,안양시,관양동,안양소방서,안양소방서,관양119안전센터,경기도 안양시 동안구 동편로13번길 6 (관양동),,
경기도,안양시,평촌동,안양소방서,안양소방서,귀인119안전센터,경기도 안양시 동안구 평촌대로 104 (평촌동),,
경기도,안양시,박달동,안양소방서,안양소방서,박달119안전센터,경기도 안양시 만안구 오리로 38 (박달동),,
경기도,안양시,관양동,안양소방서,안양소방서,부림119안전센터,경기도 안양시 동안구 관평로212번길 32 (관양동),,
경기도,안양시,석수동,안양소방서,안양소방서,석수119안전센터,경기도 안양시 만안구 석수로 28 (석수동),,
경기도,안양시,안양동,안양소방서,안양소방서,안양119안전센터,경기도 안양시 만안구 현충로 55 (안양동),,
경기도,양평군,강상면,양평소방서,양평소방서,강상119안전센터,경기도 양평군 강상면 송학길 54,,
경기도,양평군,양평읍,양평소방서,양평소방서,공흥119안전센터,경기도 양평군 양평읍 경강로 2047,,
경기도,양평군,양서면,양평소방서,양평소방서,양서119안전센터,경기도 양평군 양서면 두물머리길 43,,
경기도,양평군,용문면,양평소방서,양평소방서,용문119안전센터,경기도 양평군 용문면 연수로 64,,
경기도,여주시,가남읍,여주소방서,여주소방서,가남119안전센터,경기도 여주시 가남읍 일신로 32,,
경기도,여주시,금사면,여주소방서,여주소방서,금사119안전센터,경기도 여주시 금사면 능북로 898,,
경기도,여주시,북내면,여주소방서,여주소방서,북내119안전센터,경기도 여주시 북내면 도예로 440,,
경기도,여주시,,여주소방서,여주소방서,월송119안전센터,경기도 여주시 우암로 110,,
경기도,오산시,,오산소방서,오산소방서,세교119안전센터,경기도 오산시 문헌공로 30,,
경기도,오산시,,오산소방서,오산소방서,원동119안전센터,경기도 오산시 경기대로 99,,
경기도,오산시,,오산소방서,오산소방서,청학119안전센터,경기도 오산시 청학로 55-6,,
경기도,용인시,,용인서부소방서,용인서부소방서,구갈119안전센터,경기도 용인시 기흥구 신구로 74,,
경기도,용인시,,용인서부소방서,용인서부소방서,기흥119안전센터,경기도 용인시 기흥구 한보라1로 128,,
경기도,용인시,,용인서부소방서,용인서부소방서,동백119안전센터,경기도 용인시 기흥구 동백6로 33,,
경기도,용인시,,용인서부소방서,용인서부소방서,보정119안전센터,경기도 용인시 기흥구 보정로114번길2,,
경기도,용인시,,용인서부소방서,용인서부소방서,성복119안전센터,경기도 용인시 수지구 성복1로 251,,
경기도,용인시,,용인서부소방서,용인서부소방서,수지119안전센터,경기도 용인시 수지구 풍덕천로 177,,
경기도,용인시,남사면,용인소방서,용인소방서,남사119안전센터,경기도 용인시 처인구 남사면 봉무로 13,,
경기도,용인시,모현면,용인소방서,용인소방서,모현119안전센터,경기도 용인시 처인구 모현면 독점로 31-12,,
경기도,용인시,백암면,용인소방서,용인소방서,백암119안전센터,경기도 용인시 처인구 백암면 백암로 247,,
경기도,용인시,양지면,용인소방서,용인소방서,양지119안전센터,경기도 용인시 처인구 양지면 남평로 46,,
경기도,용인시,,용인소방서,용인소방서,역북119안전센터,경기도 용인시 처인구 명지로 45,,
경기도,용인시,이동면,용인소방서,용인소방서,이동119안전센터,경기도 용인시 처인구 이동면 백옥대로 416-2,,
경기도,용인시,포곡읍,용인소방서,용인소방서,포곡119안전센터,경기도 용인시 처인구 포곡읍 포곡로 252,,
경기도,의왕시,,의왕소방서,의왕소방서,고천119안전센터,경기도 의왕시 오봉로 9,,
경기도,의왕시,,의왕소방서,의왕소방서,백운119안전센터,경기도 의왕시 안양판교로 187,,
경기도,의왕시,,의왕소방서,의왕소방서,부곡119안전센터,경기도 의왕시 오봉로 289,,
경기도,이천시,,이천소방서,이천소방서,관고119안전센터,경기도 이천시 경충대로 2739,,
경기도,이천시,대월면,이천소방서,이천소방서,대월119안전센터,경기도 이천시 대월면 경충대로 1973,,
경기도,이천시,마장면,이천소방서,이천소방서,마장119안전센터,경기도 이천시 마장면 중앙로 87,,
경기도,이천시,장호원읍,이천소방서,이천소방서,장호원119안전센터,경기도 이천시 장호원읍 서동대로8829번길 71,,
경기도,평택시,비전동,평택소방서,평택소방서,비전119안전센터,경기도 평택시 중앙로 273(비전동),,
경기도,평택시,세교동,평택소방서,평택소방서,세교119안전센터,경기도 평택시 세교4로21(세교동),,
경기도,평택시,합정동,평택소방서,평택소방서,신평119안전센터,경기도 평택시 평택로 2(합정동),,
경기도,평택시,안중읍,평택소방서,평택소방서,안중119안전센터,경기도 평택시 안중읍 안현로서 7길 28,,
경기도,평택시,팽성읍,평택소방서,평택소방서,팽성119안전센터,경기도 평택시 팽성읍 팽성송화로 172,,
경기도,평택시,포승읍,평택소방서,평택소방서,포승119안전센터,경기도 평택시 포승읍 평택항로 156번길 11,,
경기도,하남시,감이동,하남소방서,하남소방서,감일119안전센터,경기도 하남시 감일백제로 77 (감이동),,
경기도,하남시,덕풍동,하남소방서,하남소방서,덕풍119안전센터,경기도 하남시 덕풍서로 60 (덕풍동),,
경기도,하남시,망월동,하남소방서,하남소방서,미사119안전센터,경기도 하남시 미사강변대로 190 (망월동),,
경기도,하남시,신장동,하남소방서,하남소방서,신장119안전센터,경기도 하남시 대청로 76 (신장동),,
경기도,화성시,,화성소방서,화성소방서,남양119안전센터,경기도 화성시 주석로 29,,
경기도,화성시,,화성소방서,화성소방서,목동119안전센터,경기도 화성시 동탄신리천로 359,,
경기도,화성시,,화성소방서,화성소방서,반송119안전센터,경기도 화성시 동탄반석로 188,,
경기도,화성시,봉담읍,화성소방서,화성소방서,봉담119안전센터,경기도 화성시 봉담읍 동화새터길 135,,
경기도,화성시,,화성소방서,화성소방서,새솔119안전센터,경기도 경기 화성시 수노을2로 21,,
경기도,화성시,장안면,화성소방서,화성소방서,장안119안전센터,경기도 화성시 장안면 3.1만세로 119,,
경기도,화성시,정남면,화성소방서,화성소방서,정남119안전센터,경기도 화성시 정남면 정남동로 514,,
경기도,화성시,,화성소방서,화성소방서,태안119안전센터,경기도 화성시 병점중앙로 148,,
경기도,화성시,팔탄면,화성소방서,화성소방서,팔탄119안전센터,경기도 화성시 팔탄면 구장길 2,,
경기도,화성시,향남읍,화성소방서,화성소방서,향남119안전센터,경기도 화성시 향남읍 향남로 399,,
경기도,가평군,가평읍,가평소방서,가평소방서,가평119안전센터,경기도 가평군 가평읍 가화로 36번길,,
경기도,가평군,설악면,가평소방서,가평소방서,설악119안전센터,경기도 가평군 설악면 한서로 7번길,,
경기도,가평군,조종면,가평소방서,가평소방서,조종119안전센터,경기도 가평군 조종면 현창로 14번길,,
경기도,고양시,,고양소방서,고양소방서,능곡119안전센터,경기도 고양시 덕양구 토당로 48,,
경기도,고양시,,고양소방서,고양소방서,삼송119안전센터,경기도 고양시 덕양구 오금로 14,,
경기도,고양시,,고양소방서,고양소방서,원당119안전센터,경기도 고양시 덕양구 고양대로 1342,,
경기도,고양시,,고양소방서,고양소방서,행신119안전센터,경기도 고양시 덕양구 소원로 181번길 52,,
경기도,고양시,,고양소방서,고양소방서,화전119안전센터,경기도 고양시 덕양구 중앙로 78,,
경기도,구리시,,구리소방서,구리소방서,갈매119안전센터,경기도 구리시 산마루로 68,,
경기도,구리시,,구리소방서,구리소방서,교문119안전센터,경기도 구리시 아차산로 487번길 46,,
경기도,구리시,,구리소방서,구리소방서,인창119안전센터,경기도 구리시 건원대로 34번길 28,,
경기도,남양주시,,남양주소방서,남양주소방서,가운119안전센터,경기도 남양주시 가운로 16,,
경기도,남양주시,,남양주소방서,남양주소방서,다산119안전센터,경기도 남양주시 다산중앙로146번길 76,,
경기도,남양주시,,남양주소방서,남양주소방서,별내119안전센터,경기도 남양주시 송산로 41,,
경기도,남양주시,오남읍,남양주소방서,남양주소방서,오남119안전센터,경기도 남양주시 오남읍 진건오남로 772,,
경기도,남양주시,와부읍,남양주소방서,남양주소방서,와부119안전센터,경기도 남양주시 와부읍 덕소로 97번길 34-2,,
경기도,남양주시,진건읍,남양주소방서,남양주소방서,진건119안전센터,경기도 남양주시 진건읍 진건오남로 112-21,,
경기도,남양주시,진접읍,남양주소방서,남양주소방서,진접119안전센터,경기도 남양주시 진접읍 금강로 1509-25,,
경기도,남양주시,,남양주소방서,남양주소방서,평내119안전센터,경기도 남양주시 평내로 25,,
경기도,남양주시,화도읍,남양주소방서,남양주소방서,화도119안전센터,경기도 남양주시 화도읍 수레로 1260번길 25,,
경기도,동두천시,,동두천소방서,동두천소방서,불현119안전센터,경기도 동두천시 지행로 6,,
경기도,동두천시,,동두천소방서,동두천소방서,소요119안전센터,경기도 동두천시 평화로 2910번길 65,,
경기도,양주시,,양주소방서,양주소방서,고읍119안전센터,경기도 양주시 고덕로 266,,
경기도,양주시,광적면,양주소방서,양주소방서,광적119안전센터,경기도 양주시 광적면 광적로 55,,
경기도,양주시,남면,양주소방서,양주소방서,남면119안전센터,경기도 양주시 남면 삼육사로 247,,
경기도,양주시,백석읍,양주소방서,양주소방서,백석119안전센터,경기도 양주시 백석읍 꿈나무로 156,,
경기도,양주시,,양주소방서,양주소방서,옥정119안전센터,경기도 양주시 옥정로8길 52,,
경기도,양주시,장흥면,양주소방서,양주소방서,장흥119안전센터,경기도 양주시 장흥면 일영로 794,,
경기도,양주시,,양주소방서,양주소방서,회천119안전센터,경기도 양주시 화합로 1272,,
경기도,연천군,군남면,연천소방서,연천소방서,군남119안전센터,경기도 연천군 군남면 군남로 338,,
경기도,연천군,백학면,연천소방서,연천소방서,백학119안전센터,경기도 연천군 백학면 백학산단길 16,,
경기도,연천군,연천읍,연천소방서,연천소방서,연천119안전센터,경기도 연천군 연천읍 차현로 92,,
경기도,연천군,전곡읍,연천소방서,연천소방서,은대119안전센터,경기도 연천군 전곡읍 평화로 892,,
경기도,연천군,전곡읍,연천소방서,연천소방서,전곡119안전센터,경기도 연천군 전곡읍 전곡로 27,,
경기도,의정부시,,의정부소방서,의정부소방서,금오119안전센터,경기도 의정부시 금오로23번길 22-40,,
경기도,의정부시,,의정부소방서,의정부소방서,녹양119안전센터,경기도 의정부시 체육로 248,,
경기도,의정부시,,의정부소방서,의정부소방서,민락119안전센터,경기도 의정부시 민락로 245,,
경기도,의정부시,,의정부소방서,의정부소방서,송산119안전센터,경기도 의정부시 충의로 90,,
경기도,의정부시,,의정부소방서,의정부소방서,호원119안전센터,경기도 의정부시 평화로322번길 7,,
경기도,의정부시,,의정부소방서,의정부소방서,흥선119안전센터,경기도 의정부시 의정로 48,,
경기도,고양시,,일산소방서,일산소방서,고봉119안전센터,경기도 고양시 일산동구 성현로 429,,
경기도,고양시,,일산소방서,일산소방서,대화119안전센터,경기도 고양시 일산서구 중앙로 1630,,
경기도,고양시,,일산소방서,일산소방서,문화119안전센터,경기도 고양시 일산동구 태극로 7,,
경기도,고양시,,일산소방서,일산소방서,백석119안전센터,경기도 고양시 일산동구 장백로 78,,
경기도,고양시,,일산소방서,일산소방서,장항119안전센터,경기도 고양시 일산동구 중앙로 1325,,
경기도,고양시,,일산소방서,일산소방서,주엽119안전센터,경기도 고양시 일산서구 주화로 82,,
경기도,고양시,,일산소방서,일산소방서,중산119안전센터,경기도 고양시 일산동구 중산로 218,,
경기도,고양시,,일산소방서,일산소방서,풍동119안전센터,경기도 고양시 일산동구 숲속마을로 10,,
경기도,파주시,광탄면,파주소방서,파주소방서,광탄119안전센터,경기도 파주시 광탄면 혜음로 1040,,
경기도,파주시,,파주소방서,파주소방서,교하119안전센터,경기도 파주시 청석로 301,,
경기도,파주시,,파주소방서,파주소방서,금촌119안전센터,경기도 파주시 가나무로 136,,
